Time,Participation,Plaza,NSE,Ages,Group,Role,Anonymized_Name,Cleaned_Participation,Cleaned_for_Beto,Thematic_Categories,BETO_Numeric_Sentiment_Processed
01:39:20 a. m.,ustedes,CDMX,C+,35 - 55 años,0,Participant,240cca8d75,ustedes,ustedes,"Maynez, Movimiento Ciudadano",0
01:39:23 a. m.,Pues a mí lo que me hubiera gustado sería que movimiento ciudadano fuera realmente independiente y no un parapeto.,CDMX,C+,35 - 55 años,0,Participant,67d564110c,gustado realmente independiente parapeto,pues a mí lo que me hubiera gustado sería que movimiento ciudadano fuera realmente independiente y no un parapeto.,"Maynez, Movimiento Ciudadano",-0.779458702
01:39:44 a. m.,las propuestas Hasta cierto punto No eran malas,CDMX,C+,35 - 55 años,0,Participant,67d564110c,propuestas cierto punto malas,las propuestas hasta cierto punto no eran malas,"Maynez, Movimiento Ciudadano",0.996773779
01:39:49 a. m.,"porque porque tienes o sea, porque exactamente no, no recuerdo Cuál es, pero este, pero no O sea Considero",CDMX,C+,35 - 55 años,0,Participant,67d564110c,exactamente recuerdo cuál considero,"porque porque tienes o sea, porque exactamente no, no recuerdo cuál es, pero este, pero no o sea considero","Maynez, Movimiento Ciudadano",0
01:39:59 a. m.,"que no eran malas porque tenían como un espejo de lo que tenían con morena lo que teníamos con el pri con el pan y decían. Bueno, nosotros no vamos a hacer ninguno nada de lo que van a hacer nada de lo que hicieron estos tres Nosotros somos diferentes el clásico. Y jalaron mucha gente joven Entonces al final del día, pues El joven Hasta cierto punto no está tan maleado como podemos estar nosotros que somos de otras generaciones porque traemos la escuela del Pri porque traemos la escuela del pan, porque de alguna de otra forma nos hemos acostumbrado. A que ellos hacían sus movimientos pero mientras a ti como sociedad no te tocaran. Pues quisieran lo que hicieran, pero tu vida hasta cierto punto se mantenía en equilibrio ahorita tu vida no está en equilibrio.",CDMX,C+,35 - 55 años,0,Participant,67d564110c,malas espejo pan decían vamos ninguno van hicieron tres diferentes clásico jalaron gente joven final día joven cierto punto tan maleado podemos generaciones traemos escuela traemos escuela pan alguna forma acostumbrado hacían movimientos mientras sociedad tocaran quisieran hicieran vida cierto punto mantenía equilibrio vida equilibrio,"que no eran malas porque tenían como un espejo de lo que tenían con morena lo que teníamos con el pri con el pan y decían. bueno, nosotros no vamos a hacer ninguno nada de lo que van a hacer nada de lo que hicieron estos tres nosotros somos diferentes el clásico. y jalaron mucha gente joven entonces al final del día, pues el joven hasta cierto punto no está tan maleado como podemos estar nosotros que somos de otras generaciones porque traemos la escuela del pri porque traemos la escuela del pan, porque de alguna de otra forma nos hemos acostumbrado. a que ellos hacían sus movimientos pero mientras a ti como sociedad no te tocaran. pues quisieran lo que hicieran, pero tu vida hasta cierto punto se mantenía en equilibrio ahorita tu vida no está en equilibrio.","Morena, Maynez, PRIAN, Movimiento Ciudadano",-0.989270151
01:41:22 a. m.,Hola Longoria,CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,hola longoria,hola longoria,"Maynez, Movimiento Ciudadano",0
01:41:23 a. m.,"Fíjate yo no no recuerdo sus propuestas lo que recuerdo es que jalaban a mucha gente joven, porque pues mis hijos, por ejemplo, mi hijo que tiene 21 años, estaba completamente este de acuerdo con él, le iba a movimiento ciudadano. Él es ingeniero, ambiental Y decía, sabes qué a mí este me laten sus propuestas porque sobre todo porque jalaba, a mucha gente joven mucha sangre nueva muy este. Entonces creo que sus propuestas estaban buenas por lo mismo porque estaban este jalando a mucha juventud, pero este, pues no a mí en lo personal no nunca me nunca me me pareció.",CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,fíjate recuerdo propuestas recuerdo jalaban gente joven hijos ejemplo hijo 21 completamente acuerdo iba ingeniero ambiental decía sabes laten propuestas jalaba gente joven sangre nueva propuestas buenas mismo jalando juventud personal nunca nunca pareció,"fíjate yo no no recuerdo sus propuestas lo que recuerdo es que jalaban a mucha gente joven, porque pues mis hijos, por ejemplo, mi hijo que tiene 21 años, estaba completamente este de acuerdo con él, le iba a movimiento ciudadano. él es ingeniero, ambiental y decía, sabes qué a mí este me laten sus propuestas porque sobre todo porque jalaba, a mucha gente joven mucha sangre nueva muy este. entonces creo que sus propuestas estaban buenas por lo mismo porque estaban este jalando a mucha juventud, pero este, pues no a mí en lo personal no nunca me nunca me me pareció.","Maynez, Movimiento Ciudadano",-0.568126857
01:42:10 a. m.,Porque siempre pensé que eran un parapeto nada más nada más Ajá,CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,siempre pensé parapeto ajá,porque siempre pensé que eran un parapeto nada más nada más ajá,"Maynez, Movimiento Ciudadano",-0.998415828
01:42:15 a. m.,nada más. Era para para llamar la atención de los jóvenes jalar más votos y y este y pues ganar ellos.,CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,llamar atención jóvenes jalar votos ganar,nada más. era para para llamar la atención de los jóvenes jalar más votos y y este y pues ganar ellos.,"Maynez, Movimiento Ciudadano",0
01:42:29 a. m.,Yo algo positivo yo Yo sigo a Paola Longoria este esa Esa visión de,CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,positivo sigo paola longoria visión,yo algo positivo yo yo sigo a paola longoria este esa esa visión de,"Maynez, Movimiento Ciudadano",0.977240145
01:42:37 a. m.,"impulsar el deporte, yo creo que era Era un punto a favor ni a los las propuestas tenían la intención de regresarla olimpiada nacional volver a posicionar el deporte como punta de lanza en algunos estados con principales índices de narcotráfico, entonces tenía una una buena propuesta, pero lamentablemente no se pudieron quitar esa imagen de ser el un quita votos, la verdad eso yo lo veo así pero la propuesta en cuanto a deporte yo creo que sí es este era era bueno era diferente Lamentablemente Pues todo quedó en Promesa de campo, porque pues no llegaban Paola Londres llevó Bueno sí, creo que sí es diputados en la diputada, pero pues obviamente, pues está maniatada por el tema de que no hay no tiene los la el contrapeso suficiente para impulsar alguna propuesta que no sea las del régimen",CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,impulsar deporte punto favor propuestas intención regresarla olimpiada nacional volver posicionar deporte punta lanza principales índices narcotráfico buena propuesta lamentablemente pudieron quitar imagen quita votos propuesta cuanto deporte diferente lamentablemente quedó promesa campo llegaban paola londres llevó diputados diputada obviamente maniatada contrapeso suficiente impulsar alguna propuesta régimen,"impulsar el deporte, yo creo que era era un punto a favor ni a los las propuestas tenían la intención de regresarla olimpiada nacional volver a posicionar el deporte como punta de lanza en algunos estados con principales índices de narcotráfico, entonces tenía una una buena propuesta, pero lamentablemente no se pudieron quitar esa imagen de ser el un quita votos, la verdad eso yo lo veo así pero la propuesta en cuanto a deporte yo creo que sí es este era era bueno era diferente lamentablemente pues todo quedó en promesa de campo, porque pues no llegaban paola londres llevó bueno sí, creo que sí es diputados en la diputada, pero pues obviamente, pues está maniatada por el tema de que no hay no tiene los la el contrapeso suficiente para impulsar alguna propuesta que no sea las del régimen","Maynez, Movimiento Ciudadano",-0.999001682
01:43:34 a. m.,"Siento que uno de los problemas de movimiento ciudadano fue como a ver. te pongo tú eres el actor, tú te aprendes este guion Acuérdate que cuando estés en cámara díganme si no compañeros Si no se acuerdan de La famosísima sonrisa de myness, pero no nos podemos acordar de ninguna propuesta Pero qué tal nos acordamos de todos los memes que se hacían en redes sociales del Señor Jorge Que ni siquiera era Jorge mainez, era Jorge Álvarez maimes Empezando por ahí. Pero pues era un candidato que simplemente era tan protagonista que no nos acordamos de lo que decía era la burla, de muchísimas redes sociales y ese es el único recuerdo que tenemos de movimiento ciudadano.",CDMX,C+,35 - 55 años,0,Participant,67d564110c,problemas pongo actor aprendes guion acuérdate cámara díganme compañeros acuerdan famosísima sonrisa myness podemos acordar ninguna propuesta tal acordamos memes hacían redes sociales señor jorge siquiera jorge mainez jorge álvarez maimes empezando candidato simplemente tan protagonista acordamos decía burla muchísimas redes sociales único recuerdo,"siento que uno de los problemas de movimiento ciudadano fue como a ver. te pongo tú eres el actor, tú te aprendes este guion acuérdate que cuando estés en cámara díganme si no compañeros si no se acuerdan de la famosísima sonrisa de myness, pero no nos podemos acordar de ninguna propuesta pero qué tal nos acordamos de todos los memes que se hacían en redes sociales del señor jorge que ni siquiera era jorge mainez, era jorge álvarez maimes empezando por ahí. pero pues era un candidato que simplemente era tan protagonista que no nos acordamos de lo que decía era la burla, de muchísimas redes sociales y ese es el único recuerdo que tenemos de movimiento ciudadano.","Maynez, Movimiento Ciudadano",-0.845725477
01:44:25 a. m.,y la canción,CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,canción,y la canción,"Maynez, Movimiento Ciudadano",0
01:44:27 a. m.,Exacto Exacto la canción,CDMX,C+,35 - 55 años,0,Participant,67d564110c,exacto exacto canción,exacto exacto la canción,"Maynez, Movimiento Ciudadano",0
01:45:28 a. m.,"Mira yo lo veo muy difícil, lo veo muy muy complicado porque como te decía está está liado con con morena. Es un es uno de sus de sus sirvientes, no este incondicionales a largo plazo no pueden hacer Solo que lo hicieran otra vez como estrategia para meterle el pie al al partido con el que se pudieran hacer Alianza pero no hay forma, hay gente también metida de del Pri con con este con movimientos ciudadano, te comento el el presidente del de movimiento ciudadano, es compadre de De este Andrés Manuel y no hay no hay por dónde, o sea y si llega a ver alguna cuestión que se lleguen a pelear o a separar y eso pues no hay, no hay manera de que de que este de que tenga algún algo este. de Que sea guau, guau, ese movimiento ciudadano se juntó con el pan, no hay, no hay nada que ofrezca la verdad no aparte dejaron una muy mala imagen sabemos que son corruptos, sabemos que se dejaron comprar. Sabemos que hay contubernio con con morena Entonces pues no es muy difícil, que que llegue a suceder eso no Por qué Porque son sus empleados de de morena.",CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,mira difícil complicado decía liado sirvientes incondicionales largo plazo pueden hicieran vez estrategia meterle pie pudieran alianza forma gente metida movimientos comento presidente compadre andrés manuel dónde llega alguna cuestión lleguen pelear separar manera algún guau guau juntó pan ofrezca aparte dejaron mala imagen sabemos corruptos sabemos dejaron comprar sabemos contubernio difícil llegue suceder empleados,"mira yo lo veo muy difícil, lo veo muy muy complicado porque como te decía está está liado con con morena. es un es uno de sus de sus sirvientes, no este incondicionales a largo plazo no pueden hacer solo que lo hicieran otra vez como estrategia para meterle el pie al al partido con el que se pudieran hacer alianza pero no hay forma, hay gente también metida de del pri con con este con movimientos ciudadano, te comento el el presidente del de movimiento ciudadano, es compadre de de este andrés manuel y no hay no hay por dónde, o sea y si llega a ver alguna cuestión que se lleguen a pelear o a separar y eso pues no hay, no hay manera de que de que este de que tenga algún algo este. de que sea guau, guau, ese movimiento ciudadano se juntó con el pan, no hay, no hay nada que ofrezca la verdad no aparte dejaron una muy mala imagen sabemos que son corruptos, sabemos que se dejaron comprar. sabemos que hay contubernio con con morena entonces pues no es muy difícil, que que llegue a suceder eso no por qué porque son sus empleados de de morena.","Morena, Post-electoral mood, Maynez, PRIAN, Movimiento Ciudadano",-0.998732984
01:46:48 a. m.,"Pues mira movimiento ciudadano tendría toda la oportunidad porque ya se probó con el pri, hay muchísima gente decepcionada con el pri con el pan también muchos morena, si morena hiciera un sexenio de diez a muchísima gente le callaría la boca y diría que continúa de morena. O sea la misma posición diría nos callaron la boca mientras nosotros no pudimos ellos en doce años digamos hicieron esto esto y esto Uno como votante seas del partido que seas, te van a callar la boca y te van a decir morena. Trabajó bien para que lo quitamos. Pero si morena no trabaja bien, a quién le va a echar la culpa? Entonces ahí es donde hay movimiento ciudadano se tiene que deslindar completamente de morena, Porque muchos sabemos que morena y movimiento ciudadano trabajan de la mano. Y en un momento dado movimiento ciudadano Podría tener una oportunidad porque ya vimos que el pri Y el pan juntos. No Fue suficiente",CDMX,C+,35 - 55 años,0,Participant,67d564110c,mira toda oportunidad probó muchísima gente decepcionada pan hiciera sexenio diez muchísima gente callaría boca diría continúa misma posición diría callaron boca mientras pudimos doce digamos hicieron votante van callar boca van trabajó quitamos trabaja quién echar culpa deslindar completamente sabemos trabajan mano momento dado podría tener oportunidad vimos pan juntos suficiente,"pues mira movimiento ciudadano tendría toda la oportunidad porque ya se probó con el pri, hay muchísima gente decepcionada con el pri con el pan también muchos morena, si morena hiciera un sexenio de diez a muchísima gente le callaría la boca y diría que continúa de morena. o sea la misma posición diría nos callaron la boca mientras nosotros no pudimos ellos en doce años digamos hicieron esto esto y esto uno como votante seas del partido que seas, te van a callar la boca y te van a decir morena. trabajó bien para que lo quitamos. pero si morena no trabaja bien, a quién le va a echar la culpa? entonces ahí es donde hay movimiento ciudadano se tiene que deslindar completamente de morena, porque muchos sabemos que morena y movimiento ciudadano trabajan de la mano. y en un momento dado movimiento ciudadano podría tener una oportunidad porque ya vimos que el pri y el pan juntos. no fue suficiente","Morena, Post-electoral mood, Maynez, PRIAN, Movimiento Ciudadano",-0.998189151
01:48:47 a. m.,"Yo yo creo que ya nos demostró, que solo no puede y sin una figura realmente imagen contundente no va a llegar lamentablemente yo esperaba que tuviera opciones para negociar ciertas ciertas cosas, pero pues con los resultados fue que creo que tuvo el 10% de elección del electorado Entonces es un punto de inflexión para poder negociar la la imagen que pudiera o no tener de esquirol, sería muy difícil quitarlo, pero como que no trae con que o sea, no, no hay una no tiene un no tuvo una base sólidar y puedo irme con de cargarme de este lado y ser una una opción a contender hacia hacia antes hacia anti o Pro yo no creo que en los resultados de las elecciones le hayan favorecido para poder negociar Y ser realmente. una alternativa para hacer este una adherencia Por así decirlo hacia una campaña de oposición",CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,demostró puede figura realmente imagen contundente llegar lamentablemente esperaba opciones negociar ciertas ciertas resultados 10 elección electorado punto inflexión poder negociar imagen pudiera tener esquirol difícil quitarlo trae base sólidar puedo irme cargarme lado opción contender hacia hacia hacia anti pro resultados favorecido poder negociar realmente alternativa adherencia decirlo hacia campaña oposición,"yo yo creo que ya nos demostró, que solo no puede y sin una figura realmente imagen contundente no va a llegar lamentablemente yo esperaba que tuviera opciones para negociar ciertas ciertas cosas, pero pues con los resultados fue que creo que tuvo el 10 de elección del electorado entonces es un punto de inflexión para poder negociar la la imagen que pudiera o no tener de esquirol, sería muy difícil quitarlo, pero como que no trae con que o sea, no, no hay una no tiene un no tuvo una base sólidar y puedo irme con de cargarme de este lado y ser una una opción a contender hacia hacia antes hacia anti o pro yo no creo que en los resultados de las elecciones le hayan favorecido para poder negociar y ser realmente. una alternativa para hacer este una adherencia por así decirlo hacia una campaña de oposición","Morena, Post-electoral mood, Maynez, PRIAN, Movimiento Ciudadano",-0.992430151
01:50:02 a. m.,"Yo creo que el partido va a quedar así no se va a liar con nadie la única ventaja o la única posibilidad que está que tienen ellos, sería que el hijo de Colosio se digiera como para presidente de la república, pero creo que él no está como que en ese no es ese su su jugada no",CDMX,C+,35 - 55 años,0,Participant,0a6bb8992c,quedar liar nadie única ventaja única posibilidad hijo colosio digiera presidente república jugada,"yo creo que el partido va a quedar así no se va a liar con nadie la única ventaja o la única posibilidad que está que tienen ellos, sería que el hijo de colosio se digiera como para presidente de la república, pero creo que él no está como que en ese no es ese su su jugada no","Morena, Maynez, PRIAN, Movimiento Ciudadano",-0.997455537
01:50:26 a. m.,"Bueno, Porque mucha gente se deja llevar, no por el nombre por lo preparado o porque pues quieren que a lo mejor el hijo traiga ideas, no. ideas como las de su papá",CDMX,C+,35 - 55 años,0,Participant,0a6bb8992c,gente deja llevar nombre preparado quieren mejor hijo traiga ideas ideas papá,"bueno, porque mucha gente se deja llevar, no por el nombre por lo preparado o porque pues quieren que a lo mejor el hijo traiga ideas, no. ideas como las de su papá","Morena, Maynez, PRIAN, Movimiento Ciudadano",0
01:51:12 a. m.,mega corrupto,CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,mega corrupto,mega corrupto,"Morena, Maynez, PRIAN, Movimiento Ciudadano",-0.998914838
01:51:15 a. m.,abusivo,CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,abusivo,abusivo,"Morena, Maynez, PRIAN, Movimiento Ciudadano",-0.998245478
01:51:19 a. m.,Junior,CDMX,C+,35 - 55 años,0,Participant,67d564110c,junior,junior,"Morena, Maynez, PRIAN, Movimiento Ciudadano",0
01:51:23 a. m.,influencer,CDMX,C+,35 - 55 años,0,Participant,0a6bb8992c,influencer,influencer,"Morena, Maynez, PRIAN, Movimiento Ciudadano",-0.872986615
01:51:30 a. m.,"Lo veía como una opción fresca, la verdad.",CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,veía opción fresca,"lo veía como una opción fresca, la verdad.","Morena, Maynez, PRIAN, Movimiento Ciudadano",0.990836143
01:51:37 a. m.,Ajá,CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,ajá,ajá,"Morena, Maynez, PRIAN, Movimiento Ciudadano",0
01:51:42 a. m.,"Esa esa Este capacidad de llegarle a la gente no tienes con los este con las los comentarios eso me llamaba la atención Lamentablemente Pues yo dio color muy rápido su ignorancia, para tratar temas tan delicados creo que y no no cubrirse bien las espaldas. Yo creo que dieron al traste, no O sea si no se puede cuidar él como iba a cuidar a los demás mexicanos, no, entonces fue. Fue era una buena buena opción que fue un petardo nada más, pero hasta ahí quedó.",CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,capacidad llegarle gente comentarios llamaba atención lamentablemente dio color rápido ignorancia tratar temas tan delicados cubrirse espaldas dieron traste puede cuidar iba cuidar demás mexicanos buena buena opción petardo quedó,"esa esa este capacidad de llegarle a la gente no tienes con los este con las los comentarios eso me llamaba la atención lamentablemente pues yo dio color muy rápido su ignorancia, para tratar temas tan delicados creo que y no no cubrirse bien las espaldas. yo creo que dieron al traste, no o sea si no se puede cuidar él como iba a cuidar a los demás mexicanos, no, entonces fue. fue era una buena buena opción que fue un petardo nada más, pero hasta ahí quedó.",Samuel García,0
01:52:35 a. m.,nada,CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,,nada,Samuel García,-0.977187693
01:52:37 a. m.,"Se deslumbró por el Poder más bien, no?",CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,deslumbró poder,"se deslumbró por el poder más bien, no?",Samuel García,0.972288191
01:52:44 a. m.,"Se deslumbró por el poder, se perdió el piso.",CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,deslumbró poder perdió piso,"se deslumbró por el poder, se perdió el piso.",Samuel García,-0.999171615
01:52:49 a. m.,yo yo,CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,,yo yo,Samuel García,0
01:52:56 a. m.,no,CDMX,C+,35 - 55 años,0,Participant,0a6bb8992c,,no,Samuel García,-0.932021499
01:52:58 a. m.,Yo sí te puedo decir con con este prueba que sí ha impulsado mucho el comercio en ensaladado su lugar los funcionarios ha habido un avance económico fuerte en Monterrey y en el en el deporte pasaron a ser la primera fuerza en cuanto a la el medallero de lo que sean los nacionales un buen impulso Entonces yo creo que si la parte de comercio y de la parte deportiva creo que es un buen punto a favor de este de esta persona. de,CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,puedo prueba impulsado comercio ensaladado lugar funcionarios avance económico fuerte monterrey deporte pasaron primera fuerza cuanto medallero nacionales buen impulso parte comercio parte deportiva buen punto favor persona,yo sí te puedo decir con con este prueba que sí ha impulsado mucho el comercio en ensaladado su lugar los funcionarios ha habido un avance económico fuerte en monterrey y en el en el deporte pasaron a ser la primera fuerza en cuanto a la el medallero de lo que sean los nacionales un buen impulso entonces yo creo que si la parte de comercio y de la parte deportiva creo que es un buen punto a favor de este de esta persona. de,Samuel García,0.998735487
01:53:35 a. m.,"Pues de Samuel lo que más sonó fue lo de tesla. La reunión que tuvo con elon musk eso fue lo que lo que hizo más ruido y no nada más a nivel nacional a nivel internacional o sea, no no en cualquier lugar se hace una planta de tesla en México en Sudamérica o en Europa o en algún lado fue en México entonces y más fue en Monterrey o sea, a mí también Samuel en un principio sí me empezó a gustar como decía Iván pero ya luego te empiezas a enterar de todo lo que trae atrás de de toda la relación es el piar que trae con los con el papá todas las broncas que tienen familiar y dices no O sea no no no no va por ahí no es Samuel sí me gustaría Sí sí me gustaría como figura a nivel internacional sí lo vería yo como representante digno de de México pero si tendrían que cambiarle mucho mucho muchas cosas en cuanto a su imagen Porque al final del día en Monterrey lo ven muy bien, pero por ejemplo no lo veo. bajándose en Oaxaca No sea sembrar, no lo veo Simplemente no lo veo.",CDMX,C+,35 - 55 años,0,Participant,67d564110c,samuel sonó tesla reunión elon musk hizo ruido nivel nacional nivel internacional cualquier lugar planta tesla méxico sudamérica europa algún lado méxico monterrey samuel principio empezó gustar decía iván empiezas enterar trae atrás toda relación piar trae papá todas broncas familiar dices samuel gustaría gustaría figura nivel internacional vería representante digno méxico cambiarle muchas cuanto imagen final día monterrey ven ejemplo bajándose oaxaca sembrar simplemente,"pues de samuel lo que más sonó fue lo de tesla. la reunión que tuvo con elon musk eso fue lo que lo que hizo más ruido y no nada más a nivel nacional a nivel internacional o sea, no no en cualquier lugar se hace una planta de tesla en méxico en sudamérica o en europa o en algún lado fue en méxico entonces y más fue en monterrey o sea, a mí también samuel en un principio sí me empezó a gustar como decía iván pero ya luego te empiezas a enterar de todo lo que trae atrás de de toda la relación es el piar que trae con los con el papá todas las broncas que tienen familiar y dices no o sea no no no no va por ahí no es samuel sí me gustaría sí sí me gustaría como figura a nivel internacional sí lo vería yo como representante digno de de méxico pero si tendrían que cambiarle mucho mucho muchas cosas en cuanto a su imagen porque al final del día en monterrey lo ven muy bien, pero por ejemplo no lo veo. bajándose en oaxaca no sea sembrar, no lo veo simplemente no lo veo.","General opinions about the country, Samuel García",-0.825117826
01:55:33 a. m.,Híjole también como que se me hace un títere.,CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,híjole títere,híjole también como que se me hace un títere.,Samuel García,-0.999182761
01:55:37 a. m.,"Como que lo pusieron ahí este. Para que Bueno finalmente tiene una bonita sonrisa, no, pero no es sincera su sonrisa su sonrisa como como que no nada más, no a mí la verdad se me hace súper súper falso.",CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,pusieron finalmente bonita sonrisa sincera sonrisa sonrisa súper súper falso,"como que lo pusieron ahí este. para que bueno finalmente tiene una bonita sonrisa, no, pero no es sincera su sonrisa su sonrisa como como que no nada más, no a mí la verdad se me hace súper súper falso.",Samuel García,-0.89686501
01:56:04 a. m.,"Bueno yo es es mala persona porque inclusive golpeaba a a su esposa ya más que sabido cobarde porque el día que se cayó la carpa empujó a una mujer para pasar primero tú si se echó a correr y la otra la peor de todas es, pues es Un es un títere, o sea, es un un objeto, no de de que utilizaron nada más para hacer el ridículo.",CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,mala persona inclusive golpeaba esposa sabido cobarde día cayó carpa empujó mujer pasar primero echó correr peor todas títere objeto utilizaron ridículo,"bueno yo es es mala persona porque inclusive golpeaba a a su esposa ya más que sabido cobarde porque el día que se cayó la carpa empujó a una mujer para pasar primero tú si se echó a correr y la otra la peor de todas es, pues es un es un títere, o sea, es un un objeto, no de de que utilizaron nada más para hacer el ridículo.",Samuel García,-0.999358356
01:56:37 a. m.,Yo lo veo como de relleno.,CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,relleno,yo lo veo como de relleno.,Samuel García,0
01:56:43 a. m.,improvisado algo improvisado,CDMX,C+,35 - 55 años,0,Participant,0a6bb8992c,improvisado improvisado,improvisado algo improvisado,Samuel García,0
01:56:46 a. m.,"Pero cómo jaló a los jóvenes, eh? La verdad es que este he de decirlo a mi hijo, sí lo jaló fuertísimo y a todos los de la universidad a muchos universitarios los tenía en la en la bolsa.",CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,jaló jóvenes eh decirlo hijo jaló fuertísimo universidad universitarios bolsa,"pero cómo jaló a los jóvenes, eh? la verdad es que este he de decirlo a mi hijo, sí lo jaló fuertísimo y a todos los de la universidad a muchos universitarios los tenía en la en la bolsa.",Samuel García,0
01:57:07 a. m.,"Pues sus propuestas, la verdad es que yo nunca seguí las propuestas de mainers, pero a mi hijo le gustaban decía que que le parecían yo creo que les llegaba sabía hablarles a los universitarios, sabía hablarles el mismo idioma porque a muchos jóvenes yo sé que sí les se los metió.",CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,propuestas nunca seguí propuestas mainers hijo gustaban decía parecían llegaba sabía hablarles universitarios sabía hablarles mismo idioma jóvenes metió,"pues sus propuestas, la verdad es que yo nunca seguí las propuestas de mainers, pero a mi hijo le gustaban decía que que le parecían yo creo que les llegaba sabía hablarles a los universitarios, sabía hablarles el mismo idioma porque a muchos jóvenes yo sé que sí les se los metió.",Samuel García,0
01:57:31 a. m.,Si estoy de acuerdo con con ibi,CDMX,C+,35 - 55 años,0,Participant,240cca8d75,acuerdo ibi,si estoy de acuerdo con con ibi,Samuel García,0.970365763
01:57:33 a. m.,pero,CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,,pero,Samuel García,-0.944034338
01:57:33 a. m.,igual y jóvenes.,CDMX,C+,35 - 55 años,0,Participant,240cca8d75,igual jóvenes,igual y jóvenes.,Samuel García,0
01:57:36 a. m.,"campaña que era la esposa de de este Samuel entonces fue toda una mercadotecnia de repetimos llegarle a la gente que que inunda las redes pero de ahí en fuera no, no había nada nada, bueno, o sea, fue una estrategia de vamos a llegarle a los jóvenes por redes por esto por lo otro y propuestas y Uy van a ver, pero no había nada real, o sea, eso fue urgente en redes.",CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,campaña esposa samuel toda mercadotecnia repetimos llegarle gente inunda redes estrategia vamos llegarle jóvenes redes propuestas uy van real urgente redes,"campaña que era la esposa de de este samuel entonces fue toda una mercadotecnia de repetimos llegarle a la gente que que inunda las redes pero de ahí en fuera no, no había nada nada, bueno, o sea, fue una estrategia de vamos a llegarle a los jóvenes por redes por esto por lo otro y propuestas y uy van a ver, pero no había nada real, o sea, eso fue urgente en redes.",Samuel García,-0.601112664
01:58:04 a. m.,La canción estaba buena.,CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,canción buena,la canción estaba buena.,"Movimiento Ciudadano, Samuel García",0.998657107
01:58:05 a. m.,la canción,CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,canción,la canción,"Movimiento Ciudadano, Samuel García",0
01:58:07 a. m.,la canción muy pegajosa su canción,CDMX,C+,35 - 55 años,0,Participant,0a6bb8992c,canción pegajosa canción,la canción muy pegajosa su canción,"Movimiento Ciudadano, Samuel García",0.956573606
01:58:10 a. m.,"Mi hija la bailaba, o sea, pero de ahí en fuera no?",CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,hija bailaba,"mi hija la bailaba, o sea, pero de ahí en fuera no?",Samuel García,0
01:58:49 a. m.,"Voy al baño, gracias.",CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,baño gracias,"voy al baño, gracias.",Maynez,0
01:58:54 a. m.,"pues lo ideal sería que estuviera jalando gente joven, porque pues ya nos dimos cuenta que eso es eso es lo",CDMX,C+,35 - 55 años,0,Participant,67d564110c,ideal jalando gente joven dimos cuenta,"pues lo ideal sería que estuviera jalando gente joven, porque pues ya nos dimos cuenta que eso es eso es lo",Maynez,0
01:59:01 a. m.,que le ha servido a a Jorge Jalarla a la gente joven este impulsarla a a que a que realmente sí se decida un cambio desde ahorita y que poco a poco lo vayan fortaleciendo Como lo hicieron en su momento con Monterrey con Guadalajara que pues hicieron hasta hasta donde tengo entendido se ha hecho un trabajo aceptable.,CDMX,C+,35 - 55 años,0,Participant,67d564110c,servido jorge jalarla gente joven impulsarla realmente decida cambio vayan fortaleciendo hicieron momento monterrey guadalajara hicieron entendido hecho trabajo aceptable,que le ha servido a a jorge jalarla a la gente joven este impulsarla a a que a que realmente sí se decida un cambio desde ahorita y que poco a poco lo vayan fortaleciendo como lo hicieron en su momento con monterrey con guadalajara que pues hicieron hasta hasta donde tengo entendido se ha hecho un trabajo aceptable.,Maynez,0.997183084
